PROVINCE,DISTRICT,Cluster,HI04,HI05,TYPEHH,HH_WT,C_hhweight,B01,B02,B02_OTHER,B03,B04,B05,B05_OTHER,B06_1,B06_2,B06_3,B06_4,B06_5,B06_OTHER,B07_1,B07_2,B07_3,B07_4,B07_OTHER,B08_01,B08_02,B08_03,B08_04,B08_05,B08_06,B08_07,B08_08,B08_09,B08_10,B08_11,B08_12,B08_13,B08_14,B08_15,B08_OTHER,B09,B10,B11_01,B11_02,B11_03,B11_04,B11_05,B11_06,B11_07,B11_08,B11_09,B11_10,B11_11,B11_12,B11_13,B11_OTHER,B12,B13,B14
Northern Province,Burera,224,Urban,14,Ordinary HH,148.1425,146.7271569217093,01,Solar product,,,,Beaten earth,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,Category 3,Tenant
Northern Province,Burera,224,Urban,15,Ordinary HH,10.21672413793103,9.744915452591764,02,Torch/Phone,,,,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,No,,,,,,,,,,,,,,,,,Category 2,Owner
Northern Province,Burera,224,Urban,16,Ordinary HH,148.1425,146.7271569217093,01,Electricity from REG,,,,Beaten earth,,Yes,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,Category 2,Owner
Northern Province,Burera,224,Urban,17,Ordinary HH,10.21672413793103,9.744915452591764,01,Candle,,,,Beaten earth,,,,Yes,,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 2,Owner
Northern Province,Burera,224,Urban,18,Ordinary HH,10.21672413793103,9.744915452591764,01,Torch/Phone,,,,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,,Category 2,Owner
Northern Province,Burera,224,Urban,19,Ordinary HH,148.1425,146.7271569217093,01,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,Category 2,Tenant
Northern Province,Burera,224,Urban,21,Ordinary HH,148.1425,146.7271569217093,02,Electricity from REG,,,,Beaten earth,,,,Yes,,,,Yes,,,,,,,,Yes,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,Yes,,,,,,,,Category 2,Owner
Northern Province,Burera,225,Rural,1,Ordinary HH,1044.116,1100.728788295972,01,Torch/Phone,,0,0,Cement,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,225,Rural,2,Ordinary HH,1044.116,1100.728788295972,02,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,225,Rural,3,Ordinary HH,1044.116,1100.728788295972,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,225,Rural,5,Ordinary HH,1044.116,1100.728788295972,02,Solar product,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Category 3,Owner
Northern Province,Burera,225,Rural,6,Ordinary HH,1044.116,1100.728788295972,02,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,No,,,,,,,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,225,Rural,7,Ordinary HH,1044.116,1100.728788295972,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,No,Don't know/ Don't have,Owner
Northern Province,Burera,225,Rural,8,Ordinary HH,1044.116,1100.728788295972,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,No,,,,,,,,,,,,,,,,No,Category 3,Owner
Northern Province,Burera,225,Rural,9,Ordinary HH,1044.116,1100.728788295972,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,No,,,,,,,,,,,,,,,,No,Category 2,Tenant
Northern Province,Burera,225,Rural,10,Ordinary HH,1044.116,1100.728788295972,02,Lantern (Agatadowa),,0,1,Beaten earth,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,225,Rural,11,Ordinary HH,1044.116,1100.728788295972,01,Oil Lamp,,0,0,Beaten earth,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 3,Owner
Northern Province,Burera,225,Rural,12,Ordinary HH,1044.116,1100.728788295972,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Category 2,Owner
Northern Province,Burera,225,Rural,13,Ordinary HH,1044.116,1100.728788295972,01,Lantern (Agatadowa),,0,0,Cement,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,No,Category 3,Owner
Northern Province,Burera,225,Rural,14,Ordinary HH,1044.116,1100.728788295972,01,Solar product,,1,0,Beaten earth,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,Yes,Category 3,Owner
Northern Province,Burera,225,Rural,15,Ordinary HH,1044.116,1100.728788295972,02,Solar product,,1,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,225,Rural,16,Ordinary HH,1044.116,1100.728788295972,02,Solar product,,1,0,Beaten earth,,,,Yes,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 3,Owner
Northern Province,Burera,225,Rural,17,Ordinary HH,1044.116,1100.728788295972,02,Solar product,,0,0,Clay tiles,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,Yes,,,,,,No,Category 3,Owner
Northern Province,Burera,225,Rural,18,Ordinary HH,1044.116,1100.728788295972,01,Solar product,,0,0,Cement,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 3,Owner
Northern Province,Burera,225,Rural,22,Ordinary HH,1044.116,1100.728788295972,02,Torch/Phone,,0,0,Cement,,,,Yes,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 3,Owner
Northern Province,Burera,226,Rural,1,Ordinary HH,129.1022205882353,130.6512492238456,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 3,Owner
Northern Province,Burera,226,Rural,2,Ordinary HH,129.1022205882353,130.6512492238456,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,No,,,,,,,,,,,,,,,,No,Category 3,Owner
Northern Province,Burera,226,Rural,3,Ordinary HH,129.1022205882353,130.6512492238456,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,Yes,Yes,,,,,,Yes,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Category 2,Owner
Northern Province,Burera,226,Rural,4,Ordinary HH,129.1022205882353,130.6512492238456,02,Torch/Phone,,0,1,Beaten earth,,,Yes,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,226,Rural,5,Ordinary HH,129.1022205882353,130.6512492238456,02,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,Category 3,Owner
Northern Province,Burera,226,Rural,6,Ordinary HH,129.1022205882353,130.6512492238456,01,Batteries/ bulb,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,Yes,Yes,,,,,No,,,,,,,,,,,,,,,,Yes,Category 3,Owner
Northern Province,Burera,226,Rural,7,Ordinary HH,1950.878,1921.715668303534,02,Electricity from REG,,1,0,Cement,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,226,Rural,8,Ordinary HH,129.1022205882353,130.6512492238456,01,Oil Lamp,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,No,Category 1,Owner
Northern Province,Burera,226,Rural,9,Ordinary HH,129.1022205882353,130.6512492238456,02,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,Category 1,Owner
Northern Province,Burera,226,Rural,10,Ordinary HH,1950.878,1921.715668303534,02,Electricity from REG,,0,0,Cement,,,Yes,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,No,Category 3,Owner
Northern Province,Burera,226,Rural,11,Ordinary HH,1950.878,1921.715668303534,04,Electricity from REG,,0,0,Beaten earth,,,,Yes,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 1,Owner
Northern Province,Burera,226,Rural,12,Ordinary HH,1950.878,1921.715668303534,01,Electricity from REG,,0,0,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,Yes,Yes,,,,,No,,,,,,,,,,,,,,,,Yes,Category 3,Owner
Northern Province,Burera,226,Rural,13,Ordinary HH,1950.878,1921.715668303534,02,Electricity from REG,,1,1,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 3,Owner
Northern Province,Burera,226,Rural,14,Ordinary HH,1950.878,1921.715668303534,01,Electricity from REG,,1,1,Beaten earth,,,,,Yes,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,,Yes,,,,Yes,Category 2,Owner
Northern Province,Burera,226,Rural,15,Ordinary HH,1950.878,1921.715668303534,02,Electricity from REG,,1,0,Cement,,Yes,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,No,Category 3,Owner
Northern Province,Burera,226,Rural,16,Ordinary HH,1950.878,1921.715668303534,01,Electricity from REG,,0,0,Beaten earth,,,,,Yes,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,Yes,,,Yes,,,,No,Category 3,Owner
Northern Province,Burera,226,Rural,17,Ordinary HH,129.1022205882353,130.6512492238456,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,No,,,,,,,,,,,,,,,,Yes,Category 3,Owner
Northern Province,Burera,226,Rural,18,Ordinary HH,1950.878,1921.715668303534,02,Electricity from REG,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,227,Rural,1,Ordinary HH,1422.644344736842,1365.980390936888,01,Candle,,0,0,Beaten earth,,,,,Yes,,,,Yes,Yes,,,,,,Yes,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,,,,No,Category 2,Tenant
Northern Province,Burera,227,Rural,2,Ordinary HH,1422.644344736842,1365.980390936888,02,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,Yes,Yes,,,,,No,,,,,,,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,227,Rural,3,Ordinary HH,1422.644344736842,1365.980390936888,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,Yes,,,,,No,,,,,,,,,,,,,,,,Yes,Category 2,Owner
Northern Province,Burera,227,Rural,4,Ordinary HH,1422.644344736842,1365.980390936888,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,Yes,No,,,,,,,,,,,,,,,Yes,Category 1,Owner
Northern Province,Burera,227,Rural,5,Ordinary HH,1422.644344736842,1365.980390936888,01,Torch/Phone,,0,0,Beaten earth,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,227,Rural,6,Ordinary HH,1422.644344736842,1365.980390936888,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Didn't apply for a loan,No,,,,,,,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,227,Rural,7,Ordinary HH,1422.644344736842,1365.980390936888,02,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,Yes,Category 3,Owner
Northern Province,Burera,227,Rural,8,Ordinary HH,1422.644344736842,1365.980390936888,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,Yes,Category 3,Owner
Northern Province,Burera,227,Rural,9,Ordinary HH,1422.644344736842,1365.980390936888,02,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,Yes,,,,,No,,,,,,,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,227,Rural,10,Ordinary HH,688.6685999999999,696.6506790690778,01,Electricity from REG,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,No,Category 3,Owner
Northern Province,Burera,227,Rural,11,Ordinary HH,688.6685999999999,696.6506790690778,02,Electricity from REG,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,227,Rural,12,Ordinary HH,688.6685999999999,696.6506790690778,02,Electricity from REG,,0,0,Cement,,Yes,,,,,,,Yes,,,,Yes,,,Yes,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,No,Category 1,Owner
Northern Province,Burera,227,Rural,13,Ordinary HH,688.6685999999999,696.6506790690778,02,Electricity from REG,,0,0,Cement,,,Yes,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,No,Category 3,Owner
Northern Province,Burera,227,Rural,14,Ordinary HH,688.6685999999999,696.6506790690778,02,Electricity from REG,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,No,Category 3,Owner
Northern Province,Burera,227,Rural,15,Ordinary HH,688.6685999999999,696.6506790690778,01,Electricity from REG,,0,0,Beaten earth,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,227,Rural,16,Ordinary HH,688.6685999999999,696.6506790690778,01,Electricity from REG,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,Category 3,Owner
Northern Province,Burera,227,Rural,17,Ordinary HH,688.6685999999999,696.6506790690778,01,Electricity from REG,,0,0,Beaten earth,,,Yes,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,227,Rural,18,Ordinary HH,688.6685999999999,696.6506790690778,01,Electricity from REG,,0,1,Beaten earth,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,No,Category 2,Free lodging
Northern Province,Burera,228,Rural,1,Ordinary HH,238.9946666666667,233.4485816163732,02,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,Yes,Yes,,,,,No,,,,,,,,,,,,,,,,No,Category 1,Owner
Northern Province,Burera,228,Rural,2,Ordinary HH,238.9946666666667,233.4485816163732,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,No,Category 1,Owner
Northern Province,Burera,228,Rural,3,Ordinary HH,238.9946666666667,233.4485816163732,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,Category 1,Owner
Northern Province,Burera,228,Rural,4,Ordinary HH,238.9946666666667,233.4485816163732,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,,,,,,Yes,Category 2,Owner
Northern Province,Burera,228,Rural,5,Ordinary HH,238.9946666666667,233.4485816163732,02,Firewood,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,No,,,,,,,,,,,,,,,,Yes,Category 2,Owner
Northern Province,Burera,228,Rural,6,Ordinary HH,238.9946666666667,233.4485816163732,01,Other (specify),Nothing,0,0,Beaten earth,,,,,Yes,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,No,,,,,,,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,228,Rural,7,Ordinary HH,238.9946666666667,233.4485816163732,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 1,Free lodging
Northern Province,Burera,228,Rural,8,Ordinary HH,238.9946666666667,233.4485816163732,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,No,,,,,,,,,,,,,,,No,Don't know/ Don't have,Owner
Northern Province,Burera,228,Rural,9,Ordinary HH,238.9946666666667,233.4485816163732,01,Torch/Phone,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,228,Rural,10,Ordinary HH,2240.575,2258.418694182271,01,Electricity from REG,,0,0,Beaten earth,,,,Yes,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,No,Category 2,Owner
Northern Province,Burera,228,Rural,11,Ordinary HH,2240.575,2258.418694182271,01,Electricity from REG,,0,0,Beaten earth,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,Yes,Category 2,Owner
Northern Province,Burera,228,Rural,12,Ordinary HH,2240.575,2258.418694182271,01,Electricity from REG,,0,0,Beaten earth,,,,Yes,Yes,,,,Yes,,,,,,,Yes,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,Yes,Category 3,Owner
Northern Province,Burera,228,Rural,13,Ordinary HH,2240.575,2258.418694182271,01,Electricity from REG,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,,,Yes,,,,,,,,,,,Yes,Category 1,Owner
Northern Province,Burera,228,Rural,14,Ordinary HH,2240.575,2258.418694182271,01,Electricity from REG,,0,0,Beaten earth,,,,Yes,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,Yes,Category 2,Owner
Northern Province,Burera,228,Rural,15,Ordinary HH,2240.575,2258.418694182271,01,Electricity from REG,,0,0,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,Yes,No,,,,,,,,,,,,,,,No,Category 1,Owner
Northern Province,Burera,228,Rural,16,Ordinary HH,238.9946666666667,233.4485816163732,02,Batteries/ bulb,,0,0,Beaten earth,,,,Yes,,,,,,Yes,,,,,,,,,,,Yes,Yes,,Yes,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Category 3,Owner
Northern Province,Burera,228,Rural,17,Ordinary HH,2240.575,2258.418694182271,01,Electricity from REG,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,No,Category 1,Owner
Northern Province,Burera,228,Rural,18,Ordinary HH,2240.575,2258.418694182271,01,Electricity from REG,,0,0,Beaten earth,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,No,,,,,,,,,,,,,,,,Yes,Category 2,Owner
Northern Province,Gicumbi,229,Urban,1,Ordinary HH,28.85293684210526,24.4572211501681,01,Candle,,,,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,No,,,,,,,,,,,,,,,,,Category 1,Free lodging
Northern Province,Gicumbi,229,Urban,2,Ordinary HH,274.1028999999999,288.8618144803515,02,Electricity from REG,,,,Cement,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,Category 2,Owner
Northern Province,Gicumbi,229,Urban,3,Ordinary HH,28.85293684210526,24.4572211501681,01,Other (specify),Nothing,,,Cement,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,,,Category 2,Owner
Northern Province,Gicumbi,229,Urban,4,Ordinary HH,274.1028999999999,288.8618144803515,01,Electricity from REG,,,,Cement,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 2,Owner
Northern Province,Gicumbi,229,Urban,5,Ordinary HH,28.85293684210526,24.4572211501681,01,Solar product,,,,Beaten earth,,,Yes,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,,,Category 3,Owner
Northern Province,Gicumbi,229,Urban,6,Ordinary HH,274.1028999999999,288.8618144803515,01,Electricity from REG,,,,Cement,,,Yes,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,,,Category 2,Owner
Northern Province,Gicumbi,229,Urban,9,Ordinary HH,28.85293684210526,24.4572211501681,01,Torch/Phone,,,,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Category 1,Owner
Northern Province,Gicumbi,229,Urban,10,Ordinary HH,274.1028999999999,288.8618144803515,01,Electricity from REG,,,,Clay tiles,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,,Yes,,,,,Category 2,Owner
Northern Province,Gicumbi,229,Urban,11,Ordinary HH,28.85293684210526,24.4572211501681,01,Torch/Phone,,,,Beaten earth,,,,,Yes,,,,,Yes,,,,,,,,,,,,Yes,,Yes,,,,,No,,,,,,,,,,,,,,,,,Category 1,Owner
Northern Province,Gicumbi,229,Urban,12,Ordinary HH,274.1028999999999,288.8618144803515,01,Electricity from REG,,,,Cement,,,,,Yes,,,,Yes,,,,,,,Yes,,,,,,,,Yes,,,,,Yes,Yes,Yes,Yes,,,,Yes,,,,,,,,,,Category 3,Owner
Northern Province,Gicumbi,229,Urban,13,Ordinary HH,28.85293684210526,24.4572211501681,02,Torch/Phone,,,,Beaten earth,,,Yes,,,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 3,Owner
Northern Province,Gicumbi,229,Urban,14,Ordinary HH,274.1028999999999,288.8618144803515,02,Electricity from REG,,,,Cement,,Yes,,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,Category 1,Owner
Northern Province,Gicumbi,229,Urban,15,Ordinary HH,28.85293684210526,24.4572211501681,01,Other (specify),Nothing,,,Cement,,Yes,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,Yes,,,,,,,,,Category 2,Owner
Northern Province,Gicumbi,229,Urban,16,Ordinary HH,274.1028999999999,288.8618144803515,01,Electricity from REG,,,,Beaten earth,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,Microfinance,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,,Yes,,,,,Category 3,Owner
Northern Province,Gicumbi,229,Urban,17,Ordinary HH,28.85293684210526,24.4572211501681,01,Torch/Phone,,,,Beaten earth,,,Yes,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 3,Owner
Northern Province,Gicumbi,229,Urban,18,Ordinary HH,274.1028999999999,288.8618144803515,01,Electricity from REG,,,,Beaten earth,,,Yes,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Category 2,Tenant
Northern Province,Gicumbi,229,Urban,19,Ordinary HH,28.85293684210526,24.4572211501681,01,Candle,,,,Beaten earth,,Yes,,,,,,,Yes,,,,Yes,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,Category 1,Owner
Northern Province,Gicumbi,229,Urban,22,Ordinary HH,274.1028999999999,288.8618144803515,01,Electricity from REG,,,,Beaten earth,,,Yes,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,Yes,,,,,,,,,,,Category 3,Owner
Northern Province,Gicumbi,230,Urban,1,Ordinary HH,51.33145500000001,45.91392700455245,02,Torch/Phone,,,,Beaten earth,,Yes,,,,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Category 1,Owner
Northern Province,Gicumbi,230,Urban,2,Ordinary HH,494.3029,522.5421341268291,02,Electricity from REG,,,,Beaten earth,,,,Yes,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,,,Category 2,Owner
Northern Province,Gicumbi,230,Urban,3,Ordinary HH,51.33145500000001,45.91392700455245,02,Lantern (Agatadowa),,,,Cement,,,,,Yes,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Category 2,Owner
